"folio","dif_inf","dif_url","portinte","edo_fina","pre_serv","pln_prog","in_efi","re_hid","di_tari","ben_subs","obr_proc","di_otro","d_otr_es","sif_opn","opn_impl","opn_bita","opn_moni","opn_apcu","opn_entr","opn_apen","opn_otrm","opin_esp","rep_quej","fuga_pro","atn_most","carc_liq","opn_otro","es_ot_as"
"21006","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21007","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21008","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21009","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21010","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21011","2","","0","","","","","","","","","","","1","","","","","1","","","","","1","","","",""
"21012","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21013","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21014","2","","0","","","","","","","","","","","1","","","","","1","","","","1","1","","","",""
"21015","1","HTTPS://ES-LA.FACEBOOK.COM/PORTALAMOZOC/","2","","","1","","","1","","","","","2","","","","","","","","","","","","","",""
"21016","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21017","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21018","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21019","1","HTTP://WWW.SOAPAMA.GOB.MX/","1","","","1","","1","1","1","1","","","1","1","1","1","1","","","","","1","1","1","","",""
"21020","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21021","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21022","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21023","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21024","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21025","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21026","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21027","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21028","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21029","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21030","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21031","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21032","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21033","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21034","1","HTTPS://CORONANGO.GOB.MX/","2","","","1","","","","","","","","2","","","","","","","","","","","","","",""
"21035","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21036","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21037","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21038","2","","0","","","","","","","","","","","1","1","","","","","","1","","1","1","","","",""
"21039","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21040","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21041","1","SOSAPAC.GOB.MX","1","","","1","","1","1","","","","","2","","","","","","","","","","","","","",""
"21042","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21043","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21044","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21045","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21046","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21047","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21048","2","","0","","","","","","","","","","","1","","","","","","","1","","","1","","","",""
"21049","2","","0","","","","","","","","","","","1","1","","","","","","","","1","","","","",""
"21050","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21051","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21052","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21053","1","SOSAPACH.ORG","1","1","","1","1","","1","1","","","","2","","","","","","","","","","","","","",""
"21054","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21055","1","CHILADELASFLORES.GOB.MX","2","","1","","","","","","","","","1","","","","","1","","","","1","1","1","","",""
"21056","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21057","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21058","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21059","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21060","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21061","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21062","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21063","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21064","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21065","2","","0","","","","","","","","","","","1","","","","","","","1","","1","","","","",""
"21066","2","","0","","","","","","","","","","","1","","","","","1","","","","1","1","","","",""
"21067","1","HTTPS://SOAPAG20182021GVP.WIXSITE.COM/WEBSITE","1","1","","1","","","1","","1","","","1","1","","","","","","","","1","1","1","","",""
"21068","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21069","2","","0","","","","","","","","","","","1","1","1","1","","","","","","1","1","","","",""
"21070","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21071","1","ESAPA.COM.MX","1","1","1","1","1","","1","1","","","","2","","","","","","","","","","","","","",""
"21072","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21073","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21074","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21075","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21076","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21077","2","","0","","","","","","","","","","","1","","","","","1","","","","","1","","","",""
"21078","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21079","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21080","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21081","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21082","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21083","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21084","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21085","1","SOSAPAMIM.GOB.MX","1","","1","","1","1","1","","1","","ADQUISICION DE EQUIPO","1","","1","1","","1","","","","","1","1","1","",""
"21086","2","","0","","","","","","","","","","","1","","1","","","","","","","","1","","","",""
"21087","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21088","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21089","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21090","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21091","1","HTTPS://WWW.FACEBOOK.COM/GOBIERNOJUANGALINDO","2","","1","1","","1","","","","","","2","","","","","","","","","","","","","",""
"21092","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21093","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21094","1","WWW.SOAPALI.COM","1","1","1","","","1","1","","","","","1","","","","","1","1","","","1","1","1","","",""
"21095","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21096","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21097","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21098","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21099","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21100","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21101","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21102","2","","0","","","","","","","","","","","1","","","","","","","1","","1","1","","","",""
"21103","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"21104","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
